MASTERID,STRATUM,WT_A,income,logincome,region,numadults,numchildren,age,female,medicaid,insured,ownhome,educcat,racecat
00796259F,9,146.076828,37200,10.52409092,M,2,0,76,1,0,1,1,4,1
00798680A,101,158.0478668,80000,11.28979441,M,3,0,56,0,0,1,1,6,3
00798890G,47,52.60683441,,,R,2,0,70,1,0,1,1,7,1
00801169E,102,90.69949341,,,M,1,0,30,0,0,1,1,7,4
00804120J,66,38.35507584,,,A,1,0,90,1,0,1,1,4,1
00804473K,1,10.19620037,,,A,2,0,72,1,0,1,1,4,1
00804532H,10,23.01325035,60000,11.00211651,A,2,0,49,1,0,1,1,4,1
00804639H,102,170.9337158,125000,11.73607702,M,2,2,44,0,0,1,1,7,4
00805921G,3,74.45639801,,,R,2,0,82,0,0,1,1,8,1
00809141L,81,235.1790466,22000,9.998843186,S,1,0,79,0,0,1,1,3,1
00809528C,64,26.23695564,,,R,2,0,61,1,0,1,1,7,1
00812708C,30,34.40198135,100000,11.51293547,R,2,0,61,0,0,1,1,8,1
00816182K,98,134.1632843,75000,11.22525673,M,2,0,70,0,0,1,1,4,1
00820021E,85,11.1643219,,,M,1,0,69,1,0,1,0,6,2
00820523F,94,226.7211304,50000,10.81979828,M,3,0,57,1,0,1,1,3,2
00827089A,26,94.35231781,120000,11.69525536,S,1,1,54,1,0,1,1,8,1
00827550J,98,695.3408203,75000,11.22525673,M,2,1,20,1,0,0,1,5,1
00829011E,43,70.33708954,38000,10.54536775,R,2,1,60,1,0,1,0,4,1
00830528H,15,46.41765976,,,M,2,0,79,1,1,1,1,6,1
00833893H,89,232.5355988,20000,9.903537551,M,2,0,74,1,0,1,1,7,1
00834568H,41,51.49767685,49000,10.79959599,A,1,0,44,1,0,1,1,7,1
00835485G,53,45.49879837,120,4.795790546,A,1,0,28,0,0,0,0,4,1
00836548K,95,107.084671,29000,10.27508559,M,2,4,54,0,1,1,1,7,2
00838056A,84,334.3526306,,,M,2,0,42,1,0,1,1,7,2
00838272A,58,8.266519547,7000,8.853808275,R,1,0,58,1,1,1,0,5,1
00841546F,87,232.259491,100000,11.51293547,M,3,0,55,1,0,1,1,4,1
00845100T,44,277.9416199,35000,10.46313191,M,1,2,38,1,0,1,0,5,2
00849274H,31,28.35766411,17000,9.741027445,A,1,0,45,1,0,0,1,3,1
00850286L,16,40.92733002,75000,11.22525673,A,2,1,49,0,0,1,1,7,1
00851006K,68,35.77217102,300000,12.61154109,A,1,0,58,0,0,1,0,8,1
00851354T,44,141.2208557,17000,9.741027445,M,1,1,43,1,0,1,1,6,1
00851966B,86,187.7155457,40000,10.59665973,M,1,0,65,0,0,1,1,5,1
00855294G,102,136.233078,120000,11.69525536,M,2,0,76,0,0,1,1,8,4
00856261K,79,30.44691658,10800,9.287394001,R,1,0,78,1,0,1,1,3,1
00858242E,98,171.8981934,110000,11.60824474,M,2,3,40,0,0,1,1,8,1
00859907H,13,65.92418671,30000,10.30898599,A,1,0,72,0,0,1,1,4,1
00861663C,103,774.3040161,9000,9.105090961,M,1,0,21,0,0,1,0,5,1
00864912A,79,440.4811707,54000,10.89675784,R,2,0,49,0,0,1,1,3,1
00865785E,3,156.1611023,,,R,2,0,64,0,0,1,1,4,1
00867677L,33,6.184379578,,,A,1,0,59,1,0,1,1,5,2
00870130B,3,221.6324616,45000,10.71443999,R,1,0,29,0,0,1,1,4,1
00870861Y,98,55.75640106,40000,10.59665973,M,1,0,45,1,0,1,1,4,1
00871200C,56,35.44024277,,,A,2,0,60,1,0,1,1,4,1
00873238E,100,649.371582,40000,10.59665973,M,1,0,18,0,0,0,1,3,1
00873592T,100,516.9736328,30,3.433987205,M,4,4,29,1,1,1,0,5,2
00875217C,84,164.7207336,15540,9.651236972,M,1,0,60,1,0,1,1,4,1
00877551G,84,175.9493256,,,M,1,0,74,0,0,1,0,6,2
00885250H,25,18.12228966,4500,8.412054873,A,1,0,48,1,1,1,0,7,1
00889344C,44,37.85290527,85000,11.3504183,M,2,1,45,1,0,1,1,5,1
00891399G,81,62.46066284,,,S,2,0,57,0,0,1,1,7,1
00899895C,24,88.45379639,90000,11.40757606,S,2,3,44,1,0,1,1,8,1
00901416G,98,63.65109253,60000,11.00211651,M,2,0,69,1,0,1,1,5,1
00904141E,9,281.0819397,100000,11.51293547,M,3,0,56,0,0,1,1,6,1
00908080B,27,695.3408203,26400,10.18115717,S,2,1,23,1,1,1,1,5,1
00908308H,83,65.09052277,,,M,1,0,89,1,0,1,1,4,1
00909035F,97,58.92082596,,,M,2,0,79,1,0,1,1,6,2
00909378K,46,328.472168,44000,10.69196764,S,2,1,34,0,0,1,1,7,1
00910535L,2,216.0131531,25000,10.1266711,M,2,0,50,0,0,1,1,6,1
00911436H,98,76.51958466,80000,11.28979441,M,2,1,38,1,0,1,1,5,1
00911642L,94,82.05247498,7892,8.97373157,M,1,0,52,0,0,1,0,5,1
00916637C,19,52.24349976,,,R,2,0,81,1,0,1,1,4,1
00922680B,98,20.60227203,14000,9.546884035,M,1,0,77,0,1,1,0,4,1
00923267G,12,123.6049728,12036,9.395740518,S,1,0,79,1,0,1,0,4,1
00924162F,49,11.99904442,1380,7.230563153,A,2,0,60,1,1,1,1,4,1
9322459,103,687.0886231,40000,10.59665973,M,2,0,28,0,0,1,0,7,1
00932500E,2,514.2478027,6000,8.699681401,M,2,2,32,0,0,1,1,6,1
00932566E,16,31.93087769,7644,8.941807118,A,1,0,39,1,1,1,0,4,1
00937030F,71,128.1850739,13000,9.472781557,M,1,0,78,1,0,1,0,4,1
00942153K,98,75.6267395,,,M,3,1,68,1,0,1,1,5,2
00943339E,88,173.3829651,4032,8.302265795,M,1,1,21,1,1,1,0,3,2
00947777E,17,158.27565,0,0,R,3,0,49,1,1,1,1,2,1
00952558H,84,62.75259018,12000,9.392745259,M,1,0,81,1,0,1,0,7,1
00956566L,101,86.554245,,,M,1,0,28,0,0,0,0,3,3
00957018K,44,64.43436432,80000,11.28979441,M,2,0,63,0,0,1,1,5,1
00957435L,83,545.0613403,,,M,2,0,59,1,0,0,1,4,1
00958472B,93,85.36594391,22000,9.998843186,M,1,0,54,1,0,0,0,4,1
00960509G,41,67.10781097,9000,9.105090961,A,1,0,67,0,0,1,1,4,1
00961222F,96,599.9025269,10000,9.210440367,M,3,3,39,1,0,0,0,6,2
00962152L,44,28.13348961,130000,11.77529742,M,2,2,51,1,0,1,1,5,1
00962754L,60,96.23133087,72000,11.18443529,S,3,2,57,1,0,1,1,8,1
00964546H,18,68.82977295,22800,10.03455967,R,2,2,27,1,1,1,1,4,1
00964592L,15,207.0758667,65000,11.08215793,A,2,3,34,1,0,1,1,7,1
00967650E,87,491.796936,4500,8.412054873,M,2,0,32,1,0,1,0,8,1
00969816J,71,90.06165314,74000,11.21183389,M,1,0,64,1,1,1,1,4,1
00971500K,16,49.31491089,8868,9.090317329,A,1,0,62,1,0,1,0,2,1
00972353J,98,601.5339356,80000,11.28979441,M,4,1,50,1,0,1,1,4,1
00973135F,44,72.29586029,,,M,2,0,74,0,0,1,1,4,1
00976613K,44,18.66601372,30000,10.30898599,M,1,0,73,1,0,1,1,4,1
00977329L,8,11.65207291,18000,9.798182591,A,1,0,70,1,0,1,1,4,1
00978571B,13,90.84050751,,,A,2,2,41,1,0,1,1,7,1
00979167L,13,75.22199249,100000,11.51293547,A,2,0,65,0,0,1,1,7,1
00979903J,52,21.34685707,58000,10.96821553,A,2,1,44,1,0,1,1,6,1
00980908C,75,43.67590714,32000,10.37352243,R,2,0,80,0,0,1,1,4,1
00981364B,47,21.57496834,26000,10.16589028,R,1,0,59,1,0,1,1,7,1
00981611F,69,13.64992237,8000,8.987321813,R,1,0,57,0,1,1,1,5,1
00981799E,84,34.46522903,10000,9.210440367,M,1,0,62,0,1,1,1,5,1
00982126F,9,105.1253738,,,M,1,0,81,0,0,1,1,4,1
00982397F,44,73.11860657,,,M,2,3,45,1,0,1,1,8,1
00984147J,97,95.62710571,45000,10.71443999,M,2,5,36,1,1,1,1,5,1
00987043G,58,104.2903595,40000,10.59665973,R,2,1,31,0,0,1,1,4,1
00989876E,4,102.2477341,110000,11.60824474,R,2,1,36,1,0,1,1,7,1
00991339C,25,45.65555954,,,A,2,0,80,1,0,1,1,4,1
00991518E,98,66.7834549,20000,9.903537551,M,1,2,38,1,0,1,0,5,1
00991530E,93,162.7509766,,,M,2,0,60,0,0,0,1,5,1
00991605H,83,667.992981,200000,12.20607765,M,2,1,44,0,0,1,1,8,1
00993204E,28,62.67698669,12000,9.392745259,A,2,0,81,0,1,1,1,2,1
00997073E,13,75.22199249,75000,11.22525673,A,2,0,83,0,0,1,1,8,1
01000055E,98,288.5982666,90000,11.40757606,M,2,2,34,0,0,1,1,8,1
01000453E,99,30.44169045,15600,9.655090294,M,1,0,52,1,0,1,0,5,2
01006051L,19,39.37080383,150000,11.91839724,R,2,0,53,1,0,1,1,5,1
01006164F,25,65.71279144,19000,9.852246888,A,2,0,68,0,0,1,1,4,1
01010869B,35,24.47641945,35000,10.46313191,A,2,1,40,1,0,1,1,6,1
01013936L,101,232.9131317,25000,10.1266711,S,2,1,28,0,0,0,0,4,3
01015546H,103,665.3870239,100000,11.51293547,M,2,2,52,0,0,1,1,5,1
01016379B,64,16.33912277,8400,9.036106025,R,1,0,88,1,1,1,0,4,1
01017726H,67,63.33029938,45000,10.71443999,R,3,3,33,1,0,1,1,8,1
01019647A,50,34.86728287,100000,11.51293547,R,2,4,45,1,0,1,1,8,1
01021144L,98,45.56591797,20400,9.923339198,M,1,0,61,1,0,0,0,5,1
01021720J,94,67.80325317,17460,9.767725102,M,1,2,35,1,0,1,1,4,2
01023330F,18,252.5310822,75000,11.22525673,R,2,3,35,0,0,1,1,4,1
01024931F,36,50.58987808,,,R,2,1,57,1,0,1,1,7,1
01026347B,44,15.82082272,60000,11.00211651,M,1,0,52,1,0,1,1,6,2
01027503C,1,15.94482327,12000,9.392745259,A,1,0,77,1,0,1,1,2,1
01032770C,44,36.23603058,25000,10.1266711,M,1,2,42,1,0,1,1,4,1
01032949H,101,51.62956238,,,M,1,0,80,1,0,1,1,7,3
01033736G,46,39.88302994,450000,13.01700508,M,1,1,41,1,1,1,1,6,3
01034396F,85,102.1469345,60000,11.00211651,M,2,0,63,1,0,1,1,8,2
01034770K,90,247.3167419,70000,11.15626481,M,1,0,32,1,0,1,1,6,1
01034972C,77,207.2674408,,,M,3,1,43,1,0,1,1,7,1
01035359K,103,386.2882385,10000,9.210440367,A,2,0,20,1,0,0,0,5,4
01035548H,20,84.67454529,60000,11.00211651,S,2,1,63,1,0,1,1,4,1
01036119G,25,41.75703812,18000,9.798182591,A,2,0,75,0,0,1,1,5,1
01037266E,2,250.3388062,180000,12.10071769,M,4,0,48,1,0,1,1,7,1
01038214G,95,309.5111084,21000,9.952325335,M,1,2,30,1,0,0,1,4,1
01038636B,17,105.8645706,26400,10.18115717,R,2,1,40,1,0,1,1,4,1
01039978G,102,298.3692017,50000,10.81979828,M,2,0,37,0,0,1,0,7,4
01042022J,103,672.5928955,80000,11.28979441,M,2,2,29,1,0,1,1,7,1
01042254C,9,161.3437347,107000,11.58059346,M,2,2,35,1,0,1,1,8,1
01042687K,79,176.8578339,240036,12.38854836,R,2,1,27,1,0,1,1,4,1
01045300E,9,112.6176529,,,M,2,0,61,1,0,1,1,4,1
01046271L,17,76.10934448,,,R,2,0,59,1,0,1,1,4,1
01050995J,87,290.5146484,55000,10.91510665,M,4,0,59,1,0,0,1,7,2
01051626J,94,39.88677216,496,6.208590026,M,2,0,35,1,1,1,0,4,1
01052015H,5,85.25997162,70000,11.15626481,A,1,3,29,1,0,1,1,4,1
01052031K,77,157.8181458,95000,11.4616427,R,2,1,45,0,0,1,1,8,1
01053415G,44,88.95822144,30000,10.30898599,M,2,0,53,1,0,1,1,3,1
01054689J,91,99.20493317,1000,6.908754779,M,1,0,47,1,0,0,0,3,2
01058026F,98,127.760231,17000,9.741027445,M,2,0,35,0,0,1,1,6,1
01058343H,101,359.0651856,33000,10.40429314,A,4,3,27,0,0,1,1,3,3
01061277H,46,36.06568909,60000,11.00211651,M,1,0,52,1,0,1,1,8,1
01062841F,101,179.5325928,100000,11.51293547,M,2,2,34,0,0,1,1,4,3
01065153E,103,364.2706909,60000,11.00211651,A,1,0,29,1,0,1,0,8,1
01065595S,98,40.5075531,75000,11.22525673,M,1,0,62,1,0,1,1,8,1
01065892B,10,248.6999817,,,A,7,0,53,0,0,0,1,2,1
01065972H,98,584.5045166,,,M,1,0,51,0,0,1,0,5,1
01071373A,63,61.30506516,50000,10.81979828,R,2,2,47,0,0,1,1,5,1
01073704H,75,47.2147522,74000,11.21183389,R,3,0,59,1,0,1,1,4,1
01076296L,84,683.6616821,27000,10.20362918,M,1,1,22,1,0,1,0,5,2
01078519G,93,317.668457,28000,10.2399955,M,1,0,28,0,0,0,1,4,1
01079620J,102,266.5136719,10000,9.210440367,M,3,1,18,0,0,1,0,4,4
01080627K,71,615.3334961,,,M,3,0,47,0,0,1,1,4,1
01083552F,97,6.38108635,,,M,1,0,72,0,1,1,1,7,1
01090142L,67,77.18661499,40000,10.59665973,R,2,0,55,1,0,1,1,4,1
01090536A,44,124.4647141,78000,11.26447693,M,2,0,62,0,0,1,1,8,1
01090903H,73,44.75556183,,,A,2,0,60,1,0,1,1,7,1
01097114G,97,130.9961853,,,M,4,0,67,1,0,1,0,5,2
01099186H,41,31.83796501,11000,9.305741457,A,1,0,70,1,0,1,1,5,1
01101527G,100,563.6294556,30000,10.30898599,M,2,0,28,0,0,1,0,4,2
01104364G,87,164.8740082,70000,11.15626481,M,2,1,36,1,0,1,1,5,1
01104852J,95,127.0047607,,,M,2,0,64,0,0,1,1,8,4
01106086F,46,65.06427765,90000,11.40757606,M,2,0,75,0,0,1,1,8,1
01108055H,10,15.89529705,35000,10.46313191,A,1,0,42,1,0,0,0,5,1
01108397J,46,99.28484345,45000,10.71443999,M,2,0,48,1,0,1,1,4,1
01111074E,74,56.21810532,220000,12.30138737,S,2,1,37,1,0,1,1,8,1
01111347K,87,74.63653565,14400,9.575052928,M,1,0,82,1,0,1,1,4,1
01114564A,23,15.15984917,,,R,1,0,70,1,0,1,1,5,1
01115557G,44,66.2543335,75000,11.22525673,M,2,0,73,1,0,1,1,7,1
01115802C,92,237.8758087,50000,10.81979828,M,1,0,51,0,0,1,1,4,1
01117181K,41,119.6209412,75000,11.22525673,A,2,0,57,0,0,1,1,6,1
01124810J,48,313.9772339,75000,11.22525673,R,2,2,39,0,0,1,1,7,1
01124821J,103,578.3670654,110000,11.60824474,R,2,1,44,0,0,1,1,7,1
01130396B,73,61.60354996,,,A,2,0,62,1,0,1,1,4,1
01133277A,89,340.5344238,35000,10.46313191,M,2,0,72,1,0,1,1,4,1
01133797L,13,42.65594101,61000,11.01864554,A,1,1,51,1,0,1,1,4,1
01134207T,98,274.4830627,50000,10.81979828,M,3,0,27,1,0,1,1,8,1
01136356B,6,174.9334412,600000,13.3046866,S,2,2,46,0,0,1,1,4,1
01142030J,83,294.3140869,48000,10.77897712,M,2,0,62,1,0,1,1,5,1
01144564B,49,2.21159029,80000,11.28979441,A,3,0,37,1,0,1,1,7,3
01145112X,85,90.08024597,16000,9.680406499,M,1,0,55,1,0,0,0,5,2
01145502W,83,514.8758545,90000,11.40757606,M,2,0,40,1,0,1,1,7,1
01145675E,78,262.0275574,,,A,3,0,59,0,0,1,1,4,1
01145794E,84,38.90460587,25000,10.1266711,M,1,0,82,1,0,1,1,6,1
01148262A,93,43.31732941,,,M,1,0,75,1,0,1,1,8,1
01148379J,19,347.9747925,50000,10.81979828,R,2,6,43,0,0,1,1,4,1
01148890L,56,7.278828144,22000,9.998843186,A,1,0,50,1,0,1,1,7,1
01151668A,14,57.07770538,,,R,1,0,60,0,0,1,1,4,1
01153389H,77,226.8769836,115000,11.6526961,R,2,2,36,0,0,1,1,7,1
01153668H,76,25.59588242,80000,11.28979441,A,2,3,29,1,0,1,1,6,1
01154562C,98,42.62687302,32000,10.37352243,M,1,0,72,0,0,1,1,5,1
01158565E,24,60.35145187,,,S,2,1,47,1,0,1,1,8,1
01159258B,6,45.5969696,,,S,1,0,68,1,0,1,1,4,1
01159955G,71,146.6931152,175000,12.07254697,M,3,0,65,0,0,1,1,7,1
01162951L,9,265.5384827,,,M,2,2,37,1,0,1,1,4,1
01166292L,55,71.44113159,20000,9.903537551,A,1,0,65,0,0,1,0,7,1
01166823J,101,77.55673981,,,M,1,0,28,1,0,0,0,2,3
01167664E,61,7.007069111,75000,11.22525673,A,2,0,83,0,0,1,0,7,1
01168623G,29,32.03277588,80000,11.28979441,R,2,0,73,0,1,1,1,4,1
01169584F,13,24.75138283,7728,8.952734767,A,1,0,68,0,1,1,0,3,1
01170430K,94,82.75799561,6445,8.771215062,R,1,1,36,0,1,1,0,3,2
01172326H,92,297.3229675,50000,10.81979828,M,2,0,65,1,0,1,0,4,1
01172447C,55,51.72573471,8000,8.987321813,A,1,1,60,1,1,1,0,5,1
01173352K,76,15.0372982,20000,9.903537551,A,2,0,81,1,0,1,1,4,1
01174237E,84,328.011322,50000,10.81979828,M,4,0,70,0,0,1,1,4,1
01174436K,63,150.5198975,135000,11.81303747,R,2,2,36,0,0,1,1,4,1
01177423B,87,288.638031,18000,9.798182591,M,3,1,55,0,0,1,1,5,2
01180739L,9,129.3541107,12000,9.392745259,M,1,0,63,1,0,1,1,3,1
01181092A,51,687.0886231,83000,11.32660794,S,2,3,32,0,0,1,1,4,1
01182474B,94,28.58457756,35000,10.46313191,M,1,2,38,0,0,1,0,6,2
01184002H,44,25.11465454,,,M,1,0,65,1,0,1,1,4,1
01187353A,102,183.6009979,,,R,2,0,56,1,0,1,1,8,4
01194141J,1,350.1042481,20000,9.903537551,A,3,0,20,1,0,0,1,5,1
01196789L,90,238.7176514,,,M,3,2,43,0,0,1,1,5,3
01200471L,41,35.13653183,100000,11.51293547,A,1,0,57,1,0,1,1,7,1
01201396C,74,48.34237289,,,S,1,0,75,1,0,1,0,4,1
01204928C,34,42.04936981,,,A,2,0,72,1,0,1,1,4,1
01205512F,95,155.8878021,15000,9.615872145,M,1,0,63,1,0,1,0,6,1
01206570E,48,672.4023438,40000,10.59665973,S,2,0,62,0,0,1,1,6,1
01206935H,46,37.99282455,7000,8.853808275,M,1,0,50,1,1,1,0,6,1
01211284J,103,559.9126587,27000,10.20362918,R,2,0,27,1,0,1,1,6,1
01211907E,45,67.9815445,24000,10.08585078,S,2,1,73,1,0,1,1,4,1
01213113C,14,5.181750298,20000,9.903537551,R,1,0,73,0,1,1,1,6,1
01220003F,72,391.1368713,65000,11.08215793,S,2,0,58,0,0,1,1,4,2
01220094A,17,76.10934448,,,R,2,0,57,1,0,1,1,4,1
01220908A,3,81.40779877,24000,10.08585078,R,2,0,79,1,0,1,1,4,1
01225739B,68,280.6743164,32000,10.37352243,A,4,0,47,0,0,1,1,4,1
01227508G,90,290.5917053,30000,10.30898599,M,2,0,68,1,0,1,1,4,1
01228292H,46,25.88563919,35000,10.46313191,M,1,0,69,1,0,1,1,7,2
01230258L,9,182.6540833,32000,10.37352243,M,1,0,54,0,0,1,0,4,2
01232319L,85,62.02552414,15000,9.615872145,M,1,0,75,1,0,1,1,4,2
01239430H,90,199.6147614,,,M,2,0,70,0,0,1,1,7,2
01240735K,31,31.18659401,56000,10.93312483,A,2,0,61,0,0,1,1,4,1
01242145J,2,279.9455872,,,R,2,2,36,0,0,1,1,7,1
01244908H,98,93.21320343,,,M,2,0,74,1,0,1,1,4,1
01245602F,87,232.259491,25000,10.1266711,M,3,1,56,1,0,1,1,4,1
01249287B,80,110.2730484,14172,9.559094025,R,1,0,67,0,0,1,0,2,1
01250034L,56,7.278828144,20000,9.903537551,A,1,0,56,1,0,1,1,7,1
01253564F,103,689.0342407,37000,10.51870022,M,2,3,33,0,0,1,1,4,2
01254393J,23,15.15984917,,,R,1,0,87,1,0,1,1,7,1
01254459H,8,396.4837341,28000,10.2399955,A,2,2,21,1,0,0,1,6,1
01255591C,98,46.60660172,,,M,1,0,87,1,0,1,1,4,1
01256209L,97,92.9931488,,,M,1,0,90,1,0,1,1,2,2
01257228E,41,35.13653183,21000,9.952325335,A,1,0,60,1,0,1,1,5,1
01261874L,22,322.3084412,,,S,2,0,62,1,0,1,1,4,1
01262058K,100,435.8227234,,,M,2,0,31,0,0,1,0,8,2
01264999H,41,774.3040161,67000,11.11246282,R,4,2,22,0,0,1,0,6,1
01266437L,69,55.98749924,88000,11.38510346,R,2,2,40,0,0,1,1,5,1
01266491E,71,73.0147934,16000,9.680406499,M,1,0,66,1,0,1,1,5,1
01267621G,83,614.5460815,150000,11.91839724,M,3,0,55,0,0,1,1,8,1
01276724J,28,34.21948624,,,A,1,0,68,0,0,0,0,7,1
01279649H,101,28.8213253,,,M,1,3,33,1,0,0,0,3,3
01281213F,93,116.0377426,45000,10.71443999,M,2,0,75,0,0,1,1,7,1
01281476E,45,20.68067741,20000,9.903537551,S,1,0,65,1,0,1,1,5,1
01282066E,89,232.5355988,50000,10.81979828,M,2,0,69,1,0,1,1,5,1
01285983K,102,68.116539,20400,9.923339198,M,1,0,84,0,0,1,1,4,4
01286297J,2,261.5676575,,,M,1,2,41,0,0,1,1,4,1
01287701F,85,115.8655472,7000,8.853808275,M,1,0,48,0,0,0,0,4,2
01288982F,47,42.54558563,,,R,1,0,41,1,0,1,1,8,1
01289418B,49,32.78158188,12000,9.392745259,A,2,0,29,0,0,0,1,7,1
01290501C,41,67.10781097,,,A,1,0,66,0,0,1,1,4,1
01291191C,7,47.69376373,15000,9.615872145,A,1,0,79,1,0,1,1,4,1
01296123F,55,205.217865,46000,10.73641841,A,1,0,44,0,0,1,1,4,1
01303200J,13,40.20420456,58000,10.96821553,A,1,0,50,1,0,1,0,6,1
01307440G,58,39.94939423,160000,11.98293534,R,2,0,53,0,0,1,1,4,1
01308613F,97,82.09262848,,,M,2,0,49,1,0,0,1,6,1
01309179C,86,154.670044,45000,10.71443999,M,1,0,48,1,0,0,1,6,1
01310120A,98,12.05517387,25000,10.1266711,M,1,0,35,0,1,1,0,7,3
01310269F,98,35.12282944,21000,9.952325335,M,1,2,57,1,0,1,1,6,1
01311775J,96,202.7716217,7644,8.941807118,M,1,0,59,1,1,1,0,7,1
01312031J,76,9.013528824,,,A,1,0,72,1,0,1,0,4,1
01315121K,31,77.48107147,45000,10.71443999,A,4,1,57,1,0,1,1,3,1
01325526H,67,24.80389977,,,R,2,0,66,1,0,1,1,4,1
01325767U,88,68.38231659,28000,10.2399955,M,1,3,32,1,0,0,0,6,2
01328729C,79,54.58389282,50000,10.81979828,R,2,0,70,1,0,1,1,6,1
01332337H,68,93.84824371,90000,11.40757606,A,2,1,51,0,0,1,1,8,1
01334431E,46,87.5423584,65000,11.08215793,M,2,0,65,0,0,1,1,5,1
01336916G,99,39.31180954,7908,8.975756631,M,1,0,59,1,1,1,0,4,1
01338878A,85,68.8700943,,,M,2,0,74,1,0,1,1,4,1
01340439C,97,31.762537,20000,9.903537551,M,1,2,48,1,0,0,0,6,2
01342635F,72,164.2736206,120000,11.69525536,A,4,0,56,0,0,1,1,8,1
01343529E,82,87.16191101,,,R,4,1,52,0,0,1,1,6,1
01345667A,87,409.2496948,20400,9.923339198,M,2,1,37,1,0,1,0,7,2
01349126H,20,125.4189224,90000,11.40757606,S,3,0,71,1,0,1,1,8,1
01350484L,26,229.0216827,39000,10.57134257,S,2,0,77,0,0,1,1,7,1
01351601G,103,497.188324,11000,9.305741457,M,2,1,36,0,1,1,0,5,1
01357580X,99,265.1158447,888000,13.69672815,M,2,2,30,0,0,1,1,7,1
01361511A,13,41.12243271,13200,9.488047863,A,1,0,84,1,0,1,1,4,1
01361523E,98,30.62415886,,,S,1,0,84,1,0,1,0,7,1
01362227B,36,153.3549957,30000,10.30898599,R,2,0,78,0,0,1,1,4,1
01363955C,55,67.58620453,20000,9.903537551,A,1,0,58,1,0,1,1,4,1
01365459G,43,313.170105,3000,8.006700845,R,2,0,77,0,0,1,1,3,1
01365879G,18,26.07108116,10000,9.210440367,R,2,0,44,1,1,1,1,3,3
01365904A,16,107.482933,32000,10.37352243,A,1,2,31,0,0,1,1,4,1
01369205C,67,53.55098343,65000,11.08215793,R,1,0,67,0,0,1,1,4,1
01369960C,8,53.69395447,110000,11.60824474,A,2,3,41,0,0,1,1,6,1
01372020L,59,673.3848877,,,A,2,0,38,0,0,0,1,3,1
01373872G,11,48.98278046,57000,10.95082409,R,2,1,26,0,0,1,1,4,3
01375604A,85,76.00093842,35000,10.46313191,M,1,1,29,1,0,1,1,4,1
01376166H,13,127.9678268,70000,11.15626481,A,3,0,55,1,0,1,1,4,1
01377074B,64,183.6057434,21000,9.952325335,R,2,0,73,0,0,1,1,3,1
01379215H,31,21.86754036,,,A,2,0,66,1,0,1,1,5,1
01379277F,15,224.3484345,11000,9.305741457,A,2,3,41,0,0,1,1,8,1
01384055K,46,47.85774231,9936,9.204020443,M,1,0,73,1,0,1,1,4,1
01385245C,103,155.5333405,,,M,1,3,31,1,1,1,1,5,2
01385778J,63,134.0151215,50000,10.81979828,S,2,0,79,0,0,1,1,4,1
01388222K,103,615.9521484,16000,9.680406499,R,1,0,70,0,0,1,0,3,1
01390410H,8,36.2597847,15600,9.655090294,A,3,0,53,1,0,1,1,4,1
01390889K,70,90.58889008,,,R,4,0,53,1,0,1,1,5,1
01391071K,46,43.24497604,38000,10.54536775,M,2,0,55,0,1,1,1,6,2
01391622A,94,82.50608826,18000,9.798182591,M,2,0,37,1,1,1,1,5,2
01392142C,85,45.29695129,10000,9.210440367,M,1,0,58,1,0,0,0,7,1
01392282L,87,56.24623871,117000,11.66993776,M,1,0,54,1,0,1,1,8,1
01393155B,46,91.257164,140000,11.84940484,M,2,0,57,0,0,1,1,8,1
01393837H,42,255.2014008,85000,11.3504183,S,2,0,57,1,0,1,1,7,1
01396565E,37,47.72974014,60000,11.00211651,A,2,0,61,0,0,1,1,5,1
01402937K,71,615.3334961,50000,10.81979828,M,3,0,48,0,0,1,1,4,1
01404721B,91,127.9920197,60000,11.00211651,M,2,0,57,0,0,1,1,6,1
01405613F,78,41.6442337,30000,10.30898599,A,2,0,71,0,0,1,1,7,1
01408259E,101,52.682621,32000,10.37352243,R,1,0,55,0,0,0,1,2,3
01409130H,23,26.61469269,,,R,1,0,79,1,0,1,0,4,1
01409563C,89,513.2548218,150000,11.91839724,M,4,1,54,1,0,1,1,7,1
01411029A,13,75.22199249,60000,11.00211651,A,2,0,66,0,0,1,1,5,1
01411590J,47,42.54558563,19000,9.852246888,R,1,0,40,1,0,1,1,6,1
01411954J,91,207.8190918,28000,10.2399955,M,1,0,47,0,0,0,1,3,1
01415614F,72,76.45632935,20000,9.903537551,S,1,0,59,1,0,0,1,5,1
01416729K,103,238.6237946,65000,11.08215793,M,2,0,65,1,0,1,1,7,1
01428233G,44,44.57177353,12000,9.392745259,M,1,0,87,1,0,1,1,5,1
01433370G,76,14.02736473,1380,7.230563153,A,1,0,52,1,1,1,0,2,1
01437544H,34,14.35680866,,,A,1,0,78,1,0,1,1,8,1
01438039C,99,175.6370544,30000,10.30898599,M,1,3,47,1,0,1,1,3,1
01440221C,100,28.28822708,7980,8.984818996,M,1,0,80,1,1,1,1,2,2
01442532G,47,79.91246033,200000,12.20607765,R,2,0,51,1,0,1,1,4,1
01444542K,13,117.2573395,20000,9.903537551,A,2,0,53,0,0,0,1,4,1
01448842J,83,203.4148407,,,M,1,0,40,1,0,1,1,8,1
01454317B,15,91.67928314,23000,10.04329297,A,2,0,58,1,0,1,1,5,1
01456221J,92,80.40908814,10000,9.210440367,M,1,0,65,1,0,1,0,5,2
